A
　　thief n.窃贼，偷窃犯
　　thin a.薄的；淡的vi.变薄
　　thing n.物；用品；事；情况
　　think vt.想；想要；认为
　　third num.第三；三分之一
　　thirteen num.十三，十三个
　　thirty num.三十，三十个
　　this a.这；今pron.这
　　those pron.那些
　　though conj.虽然ad.可是
　　thought n.思想；思维；想法
　　thousand num.千，千个n.无数
　　three num.三，三个
　　through prep.穿过ad.从头到尾
　　Thursday n.星期四
　　thus ad.如此，这样；因而
　　till prep.conj.直到…为止
　　time n.时间；时机；次，回
　　tire vi.疲劳，累；厌倦
　　to prep.到，向，达到
　　today ad.在今天；现在
　　together ad.共同，一起
　　tomorrow ad.在明天n.明天
　　tonight ad.在今夜n.今夜
　　too ad.也，还；太，过分
　　tooth n.牙齿
　　top n.顶；首位a.顶的
　　touch vt.触摸；触动n.触
　　toward(s) prep.向；对于；接近
　　tractor n.拖拉机；牵引车
　　train vt.培养n.列车；队列
　　translate vt.翻译，译vt.翻译
　　travel vi.&vi.&n.旅行
　　tree n.树
　　trouble n.烦恼；困难vi.烦恼
　　trousers n.裤子，长裤
　　truck n.卡车，载重汽车
　　true a.真的；忠实的
　　trust n.信任vt.相信；委托
　　truth n.真理；真实；真实性
　　try vt.试；审问vi.尝试
　　Tuesday n.星期二
　　turn vt.转；翻vi.转动
　　twelve num.十二，十二个
　　twenty num.二十，二十个
　　twice ad.两次，两倍
　　two num.二，两个
　　  U
　　ugly a.丑陋的；可怕的
　　uncle n.伯父，叔父，舅父
　　under prep.在…下面；低于.
　　understand vt.懂；获悉vi.懂得
　　unfair a.不公平的，不公正的
　　university n.大学，综合性大学
　　until prep&conj.直到…为止
　　up ad.向上；起床，起来
　　us pron.(宾格)我们
　　use vt.用；耗费n.用
　　used vi.过去常常
　　used a.旧的；习惯于…的
　　useful a.有用的，有益的
　　useless a.无用的，无价值的
　　usually ad.通常
　　  V
　　verb n.动词
　　very ad.很；完全a.真的
　　victory n.胜利，战胜
　　village n.乡村，村庄
　　visit vt.&n.访问，参观
　　voice n.说话声；意见；语态
　　  W
　　wait vi.等，等候n.等待
　　waiter n.侍者，服务员
　　walk vi.&n.走，步行
　　wall n.墙，壁，围墙，城墙
　　wallet n.钱包，皮夹子
　　want vt.要n.需要；缺乏
　　war n.战争；冲突，斗争
　　warm a.温暖的；热烈的
　　wash vt.洗；冲出vi.洗涤
　　watch vt.&vi.观看n.手表
　　water n.水vt.使湿，灌溉
　　way n.路；路线；方向
　　we pron.(主格)我们
　　wear vt.穿着，戴；磨损
　　weather n.天气
　　Wednesday n.星期三
　　week n.星期，周
　　welcome int.&n.&vt.欢迎
　　well ad.好；完全地int.嘿
　　west n.西；西洋a.西方的
　　wet a.湿的；下雨的
　　what pron.什么a.什么
　　when ad.什么时候；当…时
　　where ad.在哪里pron.哪里
　　whether conj.是否
　　which pron.哪一个a.哪一个
　　while conj.当…的时候；而
　　white a.白的n.白色
　　who pron.谁；…的人
　　whole a.完整的n.全部
　　whom pron.(宾格)谁
　　whose pron.谁的；哪个人的
　　why ad.为什么
　　wide a.宽阔的ad.全部地
　　wife n.妻子
　　will aux.v.将要，会；愿
　　win vi.获胜，赢vt.赢得
　　window n.窗子，窗户，窗口
　　winter n.冬天，冬季
　　wish vt.祝；想要n.希望
　　with prep.和…一起；具有
　　without prep.无，没有，不
　　woman n.妇女，女人，女性
　　wonder n.惊异，惊奇；奇迹
　　wonderful a.惊人的；极好的
　　word n.词；话；消息；语言
　　work n.工作；职业vi.工作
　　worker n.工人；工作者，人员
　　world n.世界；世人；世间
　　worry vt.使烦恼vi.发愁
　　worse a.更坏的ad.更坏
　　worth a.值…的n.价值
　　worthy a.有价值的；值得的
　　would aux.v.将；愿；总是
　　write vt.书写；写vi.写
　　wrong a.错误的ad.错，不对
　　 X
　　 Y
　　year n.年；年年
　　yellow a.黄(色)的n.黄(色)
　　yes ad.是，是的
　　yesterday n.&ad.昨天，昨日
　　yet ad.还；已经conj.而
　　you pron.你，你们
　　young a.年轻的n.青年们
　　your pron.你的，你们的
　　yours pron.你们的(东西) 
　　yourself pron.你自己；你亲自
　　youth n.青春；青年们；青年
　　  Z
　　zero n.零；零点，零度
　　zoo n.动物园
　　周奔驰引经据典，大声宣布——新东方学校执行校长、英语专业硕士生导师胡敏说:“英国的BBC曾经公布过这样一个数字,说一个英国农民一辈子常用词汇不到1,000个,但是他日常生活中所要表达的东西和一个感情丰富的伟大诗人是没有什么不同的。”
　　怎么样，你的“海陆空”三军检阅完毕了吧。好了，暂且认为你真的和周笨驰一样笨，只能记住“999朵玫瑰”(只有接近1000个单词的熟练记忆量)，那么，下一步我们发动一次让你单词横扫行动——因为，我们要用你滚瓜烂熟的999朵玫瑰熟记单词(实际上，本文所附的熟记基本单词为1000多出一点点)，每次/天“顺手牵词”(轻易推导)或“笑傲新词”(搞笑推演)出50个新单词。
　　[如果以上所附1000个单词还有不是你滚瓜烂熟的词，请自己背熟先！]
　　好了，这场代号为“多米诺骨牌”的战斗就要打响了。
　　让备好战马!挥舞战剑！
[以后将逐日推出：单词歼灭战“第一天”、“第二天”、“第三天”……]
